time,coin,dir,px,sz,ntl,fee,closedPnl
22/05/2025 - 09:02:08,HYPE/USDC,Sell,31.3,100,3130,1.20192,2000.788395
22/05/2025 - 09:10:37,HYPE/USDC,Sell,31.4989994,100,3149.89994,2.11673274,2019.7735232599998
22/05/2025 - 09:11:05,HYPE/USDC,Sell,31.5,100,3150,1.2096,2020.780715
22/05/2025 - 09:20:21,SOL,Open Short,179.12,1,179.12,0.077379,-0.077379
22/05/2025 - 10:12:03,SOL,Open Short,180.52,7,1263.64,0.545892,-0.545892
22/05/2025 - 10:12:21,SOL,Open Short,180.48,7,1263.36,0.54577,-0.54577
22/05/2025 - 10:13:01,SOL,Open Short,180.39,2,360.78,0.155855,-0.155855
22/05/2025 - 10:13:11,SOL,Open Short,180.44,1,180.44,0.077948,-0.077948
22/05/2025 - 10:20:11,HYPE/USDC,Sell,31.6761593,100,3167.61593,2.12863786,2037.47760814
22/05/2025 - 12:01:09,HYPE,Open Long,31.1807326,100,3118.07326,1.347001,-1.347001
22/05/2025 - 15:10:58,SOL,Close Short,177.79,20,3555.7999999999997,1.536105,47.123895
22/05/2025 - 16:44:39,HYPE,Close Long,32.3475,100,3234.7499999999995,1.397408,115.28259200000001
22/05/2025 - 17:39:56,HYPE/USDC,Sell,32.5,100,3250,1.248,2120.742315
22/05/2025 - 17:47:59,HYPE/USDC,Sell,32.928877,100,3292.8877,2.21282052,2162.6651944799996
22/05/2025 - 18:11:46,HYPE/USDC,Sell,32.9976394,100,3299.76394,2.21744133,2169.5368146700002
22/05/2025 - 18:56:30,HYPE,Open Short,33.149,100,3314.9,1.432034,-1.432034
22/05/2025 - 19:23:59,HYPE,Open Short,33.8,7.82,264.316,0.038061,-0.038061
22/05/2025 - 19:24:04,HYPE,Open Short,33.8,92.18,3115.6839999999997,0.448657,-0.448657
22/05/2025 - 19:24:49,HYPE/USDC,Sell,33.5977974,100,3359.77974,2.25777196,2229.5122850400003
22/05/2025 - 19:39:29,HYPE,Open Short,34,5.73,194.82000000000002,0.028051,-0.028051
22/05/2025 - 19:39:29,HYPE,Open Short,34,94.27,3205.18,0.461544,-0.461544
22/05/2025 - 20:25:27,HYPE,Close Short,33.2147165,100,3321.47165,1.43487,42.05347999999999
22/05/2025 - 21:27:50,HYPE,Close Short,32.4140771,100,3241.40771,1.400275,122.152015
22/05/2025 - 21:28:24,HYPE,Close Short,32.4185376,100,3241.85376,1.400475,121.705765
23/05/2025 - 03:09:01,HYPE,Open Short,35,100,3500,0.504,-0.504
23/05/2025 - 04:26:21,HYPE,Open Short,35.9241218,100,3592.4121800000003,1.551919,-1.551919
23/05/2025 - 04:33:30,HYPE/USDC,Sell,35.419,100,3541.8999999999996,2.3801568,2411.5101582
23/05/2025 - 04:34:22,HYPE/USDC,Sell,35.4,100,3540,2.37888,2409.6114359999997
23/05/2025 - 04:42:44,HYPE/USDC,Sell,35.5063893,100,3550.63893,2.38602932,2420.24321868
23/05/2025 - 04:47:41,HYPE/USDC,Sell,35.8228345,100,3582.28345,2.40729446,2451.86647054
23/05/2025 - 04:48:54,HYPE,Open Short,36.024,100,3602.4,1.556236,-1.556236
23/05/2025 - 05:32:14,HYPE,Close Short,34.8420074,100,3484.20074,1.505169,79.224091
23/05/2025 - 05:34:15,HYPE,Close Short,34.6847971,100,3468.4797099999996,1.498379,94.951911
23/05/2025 - 05:37:11,HYPE,Close Short,34.6243243,100,3462.43243,1.495766,101.00180399999999
23/05/2025 - 10:10:59,SOL,Open Short,186.84,1,186.84,0.080714,-0.080714
23/05/2025 - 10:11:05,SOL,Open Short,186.84,4,747.36,0.322859,-0.322859
23/05/2025 - 10:44:37,HYPE,Open Short,35.907,100,3590.7,1.551182,-1.551182
23/05/2025 - 10:58:27,HYPE,Open Short (Price Improved),37,100,3700,0.5328,-0.5328
23/05/2025 - 10:58:51,HYPE,Open Short,37.041,100,3704.0999999999995,1.600171,-1.600171
23/05/2025 - 11:03:10,HYPE/USDC,Sell,37.064437,100,3706.4437,2.49073015,2575.9432848499996
23/05/2025 - 11:04:37,SOL,Close Short,187.01,5,935.05,0.403939,-1.253939
23/05/2025 - 11:10:29,HYPE,Close Short,36.6,100,3660,0.52704,4.40296
23/05/2025 - 12:48:31,HYPE,Close Short,36.0405,100,3604.05,1.556947,59.323053
23/05/2025 - 12:58:53,HYPE,Close Short,35.2555836,100,3525.55836,1.52304,137.8486
23/05/2025 - 20:07:03,HYPE,Open Long,34.229945,100,3422.9945000000002,1.478732,-1.478732
23/05/2025 - 21:34:00,HYPE,Open Long,33.3956947,100,3339.56947,1.442691,-1.442691
24/05/2025 - 08:33:15,HYPE,Open Long,33.93325,100,3393.3250000000003,1.465914,-1.465914
24/05/2025 - 08:37:16,HYPE,Close Long,33.8658787,100,3386.5878700000003,1.463004,-0.1651339999999999
24/05/2025 - 11:33:30,HYPE,Close Long,34.8935118,200,6978.702359999999,3.01479,205.10756999999998
24/05/2025 - 18:02:40,HYPE,Open Long,34.80375,100,3480.375,1.50352,-1.50352
24/05/2025 - 19:56:19,HYPE,Close Long,35,100,3500,1.511998,18.118002
24/05/2025 - 23:49:03,HYPE,Open Long,35.374,100,3537.4,1.528155,-1.528155
25/05/2025 - 02:18:41,HYPE,Open Long,34,29,986,0.141984,-0.141984
25/05/2025 - 02:18:45,HYPE,Open Long,34,71,2414,0.347615,-0.347615
25/05/2025 - 11:52:17,HYPE,Close Long,35.921126,200,7184.2252,3.103582,243.721618
25/05/2025 - 14:20:55,HYPE,Open Short,37.3799443,100,3737.9944299999997,1.61481,-1.61481
25/05/2025 - 14:57:50,HYPE,Open Short,38.3261827,100,3832.6182699999995,1.655689,-1.655689
25/05/2025 - 15:05:10,HYPE,Close Short,37.7317664,100,3773.1766399999997,1.630011,10.493349
25/05/2025 - 15:37:43,HYPE/USDC,Sell,38.6368702,100,3863.68702,2.59639765,2733.08093835
25/05/2025 - 17:58:48,HYPE,Close Short,37.49,100,3749,1.619568,34.680431999999996
25/05/2025 - 20:03:07,HYPE,Open Short,39,100,3900,0.5616,-0.5616
25/05/2025 - 23:13:59,HYPE,Close Short,38.9429857,100,3894.29857,1.682315,4.019115
26/05/2025 - 14:59:08,HYPE,Open Long,37.667294,10,376.67294,0.160983,-0.160983
26/05/2025 - 16:39:28,HYPE,Open Long,38.218,10,382.18000000000006,0.165101,-0.165101
26/05/2025 - 20:21:04,HYPE,Open Long,36.98,10,369.79999999999995,0.159753,-0.159753
26/05/2025 - 20:47:18,HYPE,Open Long,36.579,10,365.79,0.15802,-0.15802
27/05/2025 - 10:07:44,HYPE,Open Long,37.023,10,370.23,0.159938,-0.159938
27/05/2025 - 17:33:12,HYPE,Close Long,38.581,50,1929.0500000000002,0.833349,63.546651
27/05/2025 - 18:40:29,HYPE,Open Long,37.618,100,3761.8,1.625091,-1.625091
27/05/2025 - 22:45:59,HYPE,Open Long,36.2327,50,1811.635,0.782625,-0.782625
27/05/2025 - 23:26:36,HYPE,Open Long,35.906,10,359.06,0.155113,-0.155113
27/05/2025 - 23:28:56,HYPE,Open Long,35.634214,10,356.34214,0.153938,-0.153938
28/05/2025 - 03:11:05,HYPE,Open Long,35.5,10,355,0.046008,-0.046008
28/05/2025 - 12:29:23,HYPE,Open Long,35.548383,20,710.96766,0.276421,-0.276421
28/05/2025 - 14:22:27,HYPE,Open Long,34.97073425,40,1398.82937,0.543863,-0.543863
28/05/2025 - 14:48:36,HYPE,Open Long,34.5,20,690,0.089424,-0.089424
28/05/2025 - 14:53:09,HYPE,Open Long,34.6581,20,693.1619999999999,0.269496,-0.269496
28/05/2025 - 15:08:37,HYPE,Open Long,34.270416,20,685.40832,0.266486,-0.266486
28/05/2025 - 15:38:47,HYPE,Open Long,34,100,3400,0.44064,-0.44064
28/05/2025 - 16:02:24,HYPE,Open Long,33.664,10,336.64,0.130885,-0.130885
28/05/2025 - 16:13:18,HYPE,Open Long,33.57156,10,335.7156,0.130523,-0.130523
28/05/2025 - 16:17:18,HYPE,Open Long,33.558995,30,1006.7698500000001,0.391429,-0.391429
28/05/2025 - 16:20:45,STAR/USDC,Sell,0.000926,4.67,0.00432442,0.00000261,0.0038553899999999998
28/05/2025 - 20:11:35,HYPE,Open Long,34.02,50,1701.0000000000002,0.661348,-0.661348
28/05/2025 - 20:40:20,HYPE,Open Long,33.207,10,332.07,0.129108,-0.129108
28/05/2025 - 20:40:26,HYPE,Open Long,33.217,10,332.16999999999996,0.129146,-0.129146
28/05/2025 - 20:52:38,HYPE,Open Long,33,50,1650,0.21384,-0.21384
28/05/2025 - 21:08:55,HYPE,Open Long,32.62693,10,326.26930000000004,0.12685,-0.12685
28/05/2025 - 21:09:55,HYPE,Open Long,32.56,10,325.6,0.126593,-0.126593
28/05/2025 - 21:11:07,HYPE,Open Long,32.654,10,326.54,0.126958,-0.126958
29/05/2025 - 13:40:50,HYPE,Open Long,33.842347,10,338.42346999999995,0.131577,-0.131577
29/05/2025 - 13:44:30,HYPE,Open Long,33.5,10,335,0.043416,-0.043416
29/05/2025 - 15:03:51,HYPE,Open Long,33.162,10,331.62,0.128932,-0.128932
29/05/2025 - 15:12:08,HYPE,Open Long,32.749,10,327.49,0.127327,-0.127327
29/05/2025 - 15:18:56,HYPE,Open Long,32.522,10,325.21999999999997,0.126445,-0.126445
29/05/2025 - 15:23:33,HYPE,Open Long,32.312,10,323.12,0.125628,-0.125628
29/05/2025 - 15:31:49,HYPE,Open Long,32.040519,10,320.40519000000006,0.124572,-0.124572
29/05/2025 - 15:35:32,HYPE,Open Long,31.853,10,318.53000000000003,0.123843,-0.123843
29/05/2025 - 15:36:03,HYPE,Open Long,31.826,10,318.26,0.123739,-0.123739
29/05/2025 - 15:36:30,HYPE,Open Long,31.98,10,319.8,0.124338,-0.124338
29/05/2025 - 17:31:34,HYPE,Open Long,31.9270544,50,1596.3527199999999,0.620659,-0.620659
29/05/2025 - 21:50:26,HYPE,Open Long,31.5,10,315,0.040824,-0.040824
29/05/2025 - 21:55:45,HYPE,Open Long,31.632,40,1265.28,0.491938,-0.491938
30/05/2025 - 01:45:10,HYPE,Open Long,31.0276365,100,3102.76365,1.206348,-1.206348
30/05/2025 - 02:02:07,HYPE,Open Long,31.0071128,100,3100.71128,1.205552,-1.205552
30/05/2025 - 09:18:42,HYPE,Close Long,32.6134885,100,3261.3488500000003,1.268008,-93.20915799999999
30/05/2025 - 09:18:57,HYPE,Open Long,32.599,100,3259.8999999999996,1.267447,-1.267447
30/05/2025 - 17:42:41,HYPE,Open Long,32.4863528,100,3248.63528,1.263066,-1.263066
30/05/2025 - 20:26:07,HYPE,Close Long,34.1785,100,3417.85,1.328859,81.23114100000001
30/05/2025 - 21:11:48,HYPE,Open Long,33.5,100,3350,1.302453,-1.302453
31/05/2025 - 00:08:58,HYPE,Close Long,32.3588424,100,3235.88424,1.258103,-101.993863
31/05/2025 - 00:09:25,HYPE/USDC,Buy,32.3972788,100,3239.7278800000004,0.06047997,-1.9593864499056362
31/05/2025 - 00:10:20,HYPE,Close Long,32.52194952,1000,32521.94952,12.644511,-856.894991
31/05/2025 - 00:10:40,HYPE/USDC,Buy,32.51152392,1000,32511.523920000003,0.60479991,-19.66296674077885
31/05/2025 - 00:10:50,HYPE/USDC,Buy,32.551,1,32.551,0.00060479,-0.019686519290000003
31/05/2025 - 08:34:38,HYPE,Open Long,31.1896306,100,3118.96306,1.21265,-1.21265
31/05/2025 - 15:07:34,HYPE,Close Long,32.8517594,100,3285.17594,1.277272,164.93866799999998
01/06/2025 - 11:56:59,HYPE,Open Long,31.781,100,3178.1,1.166998,-1.166998
01/06/2025 - 21:59:39,HYPE,Close Long,33.4325227,100,3343.25227,1.227634,163.924636
02/06/2025 - 11:36:57,HYPE,Open Long,32.743,100,3274.3,1.202321,-1.202321
02/06/2025 - 19:47:18,HYPE,Close Long,34.533175,100,3453.3175,1.268055,177.749445
02/06/2025 - 21:34:34,HYPE,Open Long,35.7097447,100,3570.97447,1.311256,-1.311256
03/06/2025 - 10:49:14,HYPE,Close Long,36.833,100,3683.2999999999997,1.352504,110.977496
03/06/2025 - 18:52:36,HYPE,Open Long,36.9103809,100,3691.03809,1.355344,-1.355344
04/06/2025 - 21:18:40,HYPE,Open Long,35.256722,100,3525.6722000000004,1.294623,-1.294623
05/06/2025 - 10:45:25,HYPE,Open Long,35.0043686,100,3500.43686,1.285353,-1.285353
05/06/2025 - 18:15:18,HYPE,Open Long,34.1606901,100,3416.0690099999997,1.254375,-1.254375
05/06/2025 - 20:14:40,HYPE,Open Long,33.5,100,3350,0.410039,-0.410039
05/06/2025 - 20:20:11,HYPE,Open Long,33.0975269,100,3309.75269,1.215334,-1.215334
05/06/2025 - 23:32:11,HYPE,Close Long,34.4874765,100,3448.74765,1.266372,-18.008722
05/06/2025 - 23:42:59,HYPE,Close Long,34.5251736,100,3452.5173600000003,1.267761,-14.240401
06/06/2025 - 00:29:12,HYPE,Close Long,34.2524808,400,13700.992320000001,5.030921,-165.998601
06/06/2025 - 00:29:33,HYPE/USDC,Buy,34.2173854667,300,10265.215640010001,0.17135993,-5.8634887783567295
06/06/2025 - 00:29:55,HYPE,Open Long,34.2663563,100,3426.6356299999998,1.258253,-1.258253
06/06/2025 - 00:30:28,HYPE,Close Long,34.296,100,3429.6,1.259347,1.7106530000000002
06/06/2025 - 00:30:42,HYPE/USDC,Buy,34.2425445545,101,3458.4970000045,0.05769119,-1.975493143977125
08/06/2025 - 00:45:50,HYPE/USDC,Sell,34.951,0.77,26.91227,0.01537228,0.52957055
08/06/2025 - 17:43:06,HYPE/USDC,Sell,35.77,100,3577.0000000000005,2.04318238,150.62861262
09/06/2025 - 12:49:03,HYPE/USDC,Sell,37.2059086,100,3720.5908600000002,2.12520144,294.13745358
09/06/2025 - 16:53:02,HYPE/USDC,Sell,37.5469056,100,3754.69056,2.14467921,328.21767582
09/06/2025 - 17:07:13,HYPE/USDC,Sell,37.9059489,100,3790.59489,2.16518778,364.10149725
09/06/2025 - 23:06:51,SOL,Open Short,159.69,1,159.69,0.058637,-0.058637
09/06/2025 - 23:56:06,SOL,Open Short,159.63,1,159.63,0.058615,-0.058615
10/06/2025 - 00:47:50,SOL,Open Short,161.04,1,161.04,0.059133,-0.059133
10/06/2025 - 01:28:02,SOL,Open Short,161.46,1,161.46,0.059287,-0.059287
10/06/2025 - 01:32:45,SOL,Open Short,161.36,1,161.36,0.059251,-0.059251
10/06/2025 - 10:21:43,HYPE,Open Short,39.842,100,3984.2,1.462996,-1.462996
10/06/2025 - 10:42:59,HYPE,Open Short,40.4381121,100,4043.81121,1.484883,-1.484883
10/06/2025 - 10:43:40,SOL,Close Short,158.51,5,792.55,0.291024,10.338976
10/06/2025 - 10:44:00,HYPE,Open Short,41.139,100,4113.900000000001,1.510623,-1.510623
10/06/2025 - 12:51:11,ETH,Open Short,2774,1,2774,1.018612,-1.018612
10/06/2025 - 13:41:14,ETH,Close Short,2757.8,1,2757.8,1.012663,15.187337
10/06/2025 - 18:06:09,HYPE,Close Short,39.984,100,3998.4,1.46821,47.43179
10/06/2025 - 18:50:53,HYPE/USDC,Sell,40.041,0.55,22.02255,0.01257927,-0.49877926
10/06/2025 - 21:34:45,HYPE,Open Short,41.8377902,100,4183.77902,1.536278,-1.536278
11/06/2025 - 00:49:56,HYPE/USDC,Sell,42.255337,100,4225.5337,2.4136248,130.62007524
11/06/2025 - 15:37:03,HYPE/USDC,Sell,43.247,100,4324.7,2.61557856,229.58442145
11/06/2025 - 16:24:54,HYPE,Open Short,43.8789342,100,4387.89342,1.70601,-1.70601
11/06/2025 - 18:40:04,HYPE/USDC,Sell,43.1093,100,4310.929999999999,2.60725045,215.82274958
11/06/2025 - 19:11:12,HYPE/USDC,Sell,42.8513,100,4285.13,2.59164661,190.03835341
11/06/2025 - 23:40:16,HYPE,Close Short,40.8421568,100,4084.21568,1.587939,80.75638099999999
12/06/2025 - 03:24:47,HYPE,Close Short,41.619,100,4161.9,1.797933,2.862067
12/06/2025 - 05:26:02,HYPE,Close Short,41.8644806,100,4186.44806,1.808537,-21.696597
12/06/2025 - 12:03:59,HYPE,Close Short,40.725,100,4072.5,1.75932,92.30068
12/06/2025 - 16:10:35,HYPE/USDC,Sell,42.934,100,4293.4,2.8851648,198.01483521
13/06/2025 - 03:10:47,HYPE/USDC,Buy,38.3015424,100,3830.1542400000003,0.06719995,-2.57386173420288
13/06/2025 - 03:11:32,HYPE/USDC,Buy,38.247,0.3,11.4741,0.00020159,-0.00771021273
13/06/2025 - 03:25:18,HYPE/USDC,Sell,38.3218412,100,3832.1841200000003,2.57522771,-3.1046151
13/06/2025 - 03:25:26,HYPE/USDC,Sell,38.381,0.23,8.827630000000001,0.00593216,0.00645678
13/06/2025 - 17:08:28,HYPE/USDC,Buy,41.4560702,100,4145.6070199999995,0.06719998,-2.7858470883185964
13/06/2025 - 17:09:07,HYPE/USDC,Buy,41.473,0.3,12.441899999999999,0.00020159,-0.00836054207
13/06/2025 - 20:18:49,HYPE/USDC,Buy,40.5985123,100,4059.85123,0.06719996,-2.7282184026195084
14/06/2025 - 22:06:21,HYPE/USDC,Buy,39.4802232,100,3948.0223199999996,0.06719995,-2.65306902502884
14/06/2025 - 22:06:29,HYPE/USDC,Buy,39.485,0.3,11.8455,0.00020159,-0.00795978115
16/06/2025 - 12:48:27,HYPE/USDC,Sell,44.5893,100,4458.93,2.99640096,403.9945312
16/06/2025 - 12:48:35,HYPE/USDC,Sell,44.570979,100,4457.0979,2.99516977,402.16366241
16/06/2025 - 12:48:42,HYPE/USDC,Sell,44.57,0.23,10.251100000000001,0.00688873,0.92475142
16/06/2025 - 12:48:53,HYPE/USDC,Sell,44.591,99.93,4455.9786300000005,2.99441763,403.8815019
16/06/2025 - 22:26:15,HYPE,Open Long,44.1324051,100,4413.24051,1.906514,-1.906514
17/06/2025 - 01:18:53,HYPE,Open Long,41.4876052,100,4148.76052,1.792259,-1.792259
17/06/2025 - 01:29:09,HYPE,Close Long,42.169,100,4216.9,1.8217,-65.9217
17/06/2025 - 10:01:08,HYPE,Open Long,40.877,100,4087.7000000000003,1.765886,-1.765886
17/06/2025 - 16:05:18,HYPE,Open Long,40.0330444,100,4003.3044400000003,1.729418,-1.729418
17/06/2025 - 17:51:42,HYPE,Open Long,38.8589928,100,3885.89928,1.678705,-1.678705
17/06/2025 - 20:43:59,HYPE,Close Long,41.021,41,1681.861,0.726562,14.701738
17/06/2025 - 20:44:16,HYPE,Close Long,40.987,59,2418.233,1.044673,19.151027
17/06/2025 - 22:48:45,HYPE,Open Long,39.5248921,100,3952.48921,1.70746,-1.70746
17/06/2025 - 23:16:09,HYPE,Close Long,39.599,100,3959.8999999999996,1.710669,-78.28066899999999
18/06/2025 - 09:29:35,HYPE,Close Long,40.479,200,8095.8,3.497385,19.362614999999998
18/06/2025 - 09:29:45,HYPE,Long > Short,40.479,200,8095.8,3.497385,7.932615
18/06/2025 - 09:30:01,HYPE/USDC,Buy,40.4485985,300,12134.57955,0.20159996,-8.15443583965606
18/06/2025 - 09:31:55,HYPE,Close Short,40.466,100,4046.6,1.748126,-0.448126
18/06/2025 - 14:54:41,HYPE/USDC,Buy,38.547,100,3854.7,0.0672,-2.5903583999999995
18/06/2025 - 15:02:18,HYPE/USDC,Sell,38.8562,100,3885.62,2.61113664,-48.864816999999995
18/06/2025 - 15:15:41,HYPE/USDC,Buy,39.9357495,100,3993.57495,0.06719995,-2.683680369612525
18/06/2025 - 15:28:36,HYPE/USDC,Sell,40.2901926,100,4029.0192599999996,2.70750092,87.29322058
18/06/2025 - 21:02:24,HYPE/USDC,Buy,37.9361843,100,3793.61843,0.06719989,-2.549307411979727
19/06/2025 - 14:16:20,HYPE/USDC,Buy,36.8647,100,3686.47,0.0672,-2.47730784
20/06/2025 - 17:14:53,HYPE/USDC,Buy,34.927771,100,3492.7771,0.06719997,-2.34714516336687
20/06/2025 - 23:04:29,HYPE/USDC,Buy,34.0411413,100,3404.11413,0.06719994,-2.287562652891522
21/06/2025 - 00:23:04,HYPE,Open Long,33.4232703,100,3342.32703,1.443881,-1.443881
21/06/2025 - 20:16:09,HYPE,Open Long,32.3306612,100,3233.06612,1.396682,-1.396682
22/06/2025 - 12:18:31,HYPE/USDC,Buy,34.2117467,100,3421.17467,0.06719994,-2.299027325535198
22/06/2025 - 15:26:52,HYPE,Open Long,31.5744841,100,3157.44841,1.364015,-1.364015
23/06/2025 - 23:10:50,HYPE,Close Long,38.0623289,100,3806.2328899999998,1.644286,560.3086040000001
24/06/2025 - 01:57:04,HYPE,Open Long,37.0137979,100,3701.37979,1.598994,-1.598994
26/06/2025 - 00:16:31,HYPE,Open Long,36.88,100,3688.0000000000005,1.593216,-1.593216